x,y,pattern,target_intensity,realized_intensity,radius,pts_per_cluster,id
7.152737188152969e-6,8.210866637527943e-5,poisson,40,31,0,0,5
2.9001241363584998e-5,6.790425351355225e-5,poisson,40,31,0,0,5
2.620771806687117e-6,4.159424565732479e-5,poisson,40,31,0,0,5
9.452013461850584e-6,2.2385548520833253e-5,poisson,40,31,0,0,5
3.532155486755073e-6,5.5358388251625004e-5,poisson,40,31,0,0,5
4.713162193074823e-5,1.4575704117305577e-5,poisson,40,31,0,0,5
5.700126616284252e-5,5.0148468161933125e-5,poisson,40,31,0,0,5
6.408358118496836e-5,2.1479299641214312e-5,poisson,40,31,0,0,5
9.108198338653892e-5,6.580689861439169e-5,poisson,40,31,0,0,5
3.3737973449751734e-5,7.219781228341162e-5,poisson,40,31,0,0,5
7.889698569197208e-5,6.307860878296197e-5,poisson,40,31,0,0,5
8.469380664173513e-5,5.6253015063703064e-5,poisson,40,41,0,0,6
7.678467012010515e-5,4.749235974159092e-5,poisson,40,41,0,0,6
1.5873650321736934e-5,8.392477184534074e-5,poisson,40,41,0,0,6
4.37470167176798e-5,2.4382434645667674e-5,poisson,40,41,0,0,6
7.226965713780374e-5,3.915424970909953e-5,poisson,40,41,0,0,6
6.256663403473794e-5,5.709588639438153e-5,poisson,40,41,0,0,6
7.412577401846648e-5,2.1869194484315815e-5,poisson,40,41,0,0,6
9.602787331677974e-5,7.64999337028712e-5,poisson,40,41,0,0,6
4.8088914412073795e-5,9.191570240072907e-5,poisson,40,41,0,0,6
8.389378553256393e-5,7.964542869012803e-5,poisson,40,41,0,0,6
7.303422580007463e-5,9.189859933685512e-5,poisson,40,41,0,0,6
8.126403554342688e-6,2.393727395683527e-5,poisson,40,41,0,0,6
5.262237037532032e-5,7.565176214557141e-5,poisson,40,41,0,0,6
9.795332669746131e-5,6.294986293651165e-5,poisson,40,41,0,0,6
8.126748851500452e-5,8.985164291225374e-5,poisson,40,41,0,0,6
3.796370658092201e-5,7.00108387041837e-5,poisson,40,41,0,0,6
5.7595079648308456e-5,5.144593555014581e-5,poisson,40,41,0,0,6
2.5887508434243503e-5,5.25638755876571e-5,poisson,40,41,0,0,6
6.787291211076081e-5,6.211215602234006e-5,poisson,40,41,0,0,6
7.659976116847247e-5,4.1624844097532336e-5,poisson,40,41,0,0,6
5.192756499163807e-5,6.194691187702119e-5,poisson,40,41,0,0,6
1.6985098854638638e-5,9.398773568682374e-5,poisson,40,41,0,0,6
2.1671002288348974e-5,9.007212100550533e-5,poisson,40,41,0,0,6
6.240805012639612e-5,7.768465641420334e-5,poisson,40,41,0,0,6
4.7799347364343704e-5,1.5630395570769907e-5,poisson,40,41,0,0,6
8.366424720734359e-5,6.257188855670393e-5,poisson,40,41,0,0,6
4.698777126614005e-5,8.66491595748812e-5,poisson,40,41,0,0,6
1.630528310779482e-5,7.827528971247376e-5,poisson,40,41,0,0,6
3.21795906405896e-5,3.7604968529194596e-6,poisson,40,41,0,0,6
9.367770561948419e-5,2.61296303011477e-5,poisson,40,41,0,0,6
5.663776621222496e-5,9.401675672270358e-5,poisson,40,41,0,0,6
4.7935681277886035e-5,9.87846797797829e-5,poisson,40,41,0,0,6
7.970619155094028e-6,5.131102690938861e-5,poisson,40,41,0,0,6
2.4929712316952647e-5,6.32496559759602e-5,poisson,40,41,0,0,6
7.279538079164923e-5,2.663958286866546e-5,poisson,40,41,0,0,6
5.5260952655225996e-5,2.5047154561616482e-5,poisson,40,41,0,0,6
7.340487220790237e-5,7.962307240813972e-6,poisson,40,41,0,0,6
9.073491422459483e-5,5.045263648498804e-5,poisson,40,41,0,0,6
1.7920285905711352e-5,7.120617674663664e-5,poisson,40,41,0,0,6
7.31858762446791e-6,7.803369946777822e-5,poisson,40,41,0,0,6
3.4075160790234807e-5,8.982438240200282e-5,poisson,40,41,0,0,6
5.6171948881819846e-5,4.246593550778926e-5,poisson,40,37,0,0,7
5.757365229073912e-5,4.685525372624397e-5,poisson,40,37,0,0,7
9.645582509692759e-5,3.9355545584112405e-5,poisson,40,37,0,0,7
7.833443235140294e-5,4.8471855768002574e-5,poisson,40,37,0,0,7
9.349947348237038e-5,2.1337940567173066e-5,poisson,40,37,0,0,7
1.9374145707115533e-5,5.9027033112943176e-5,poisson,40,37,0,0,7
4.441008712165058e-5,1.9221690250560642e-5,poisson,40,37,0,0,7
3.70297160698101e-5,6.0253803757950666e-5,poisson,40,37,0,0,7
8.758292547427118e-5,9.771806949283929e-5,poisson,40,37,0,0,7
8.30641778651625e-5,5.090126607101411e-5,poisson,40,37,0,0,7
5.515000382438302e-5,9.170025610364974e-5,poisson,40,37,0,0,7
3.750354750081897e-6,9.994464786723256e-5,poisson,40,37,0,0,7
1.9896893994882704e-6,6.697926779743284e-5,poisson,40,37,0,0,7
3.343203926924616e-5,5.8192427968606356e-5,poisson,40,37,0,0,7
3.933061487041414e-5,8.785645661409944e-5,poisson,40,37,0,0,7
1.234391313046217e-5,5.5453757755458355e-5,poisson,40,37,0,0,7
8.227234710939228e-5,6.142510531935841e-5,poisson,40,37,0,0,7
4.125463585369289e-5,2.4923359253443778e-5,poisson,40,37,0,0,7
6.186585461255163e-5,4.571088983211666e-5,poisson,40,37,0,0,7
5.0212039519101383e-5,9.085374062415213e-5,poisson,40,37,0,0,7
7.406301761511714e-5,4.930110934656114e-5,poisson,40,37,0,0,7
6.564634842798114e-5,9.997927916701883e-5,poisson,40,37,0,0,7
1.0799338435754181e-5,4.004649857524783e-5,poisson,40,37,0,0,7
7.007725753355771e-5,8.162624421529472e-5,poisson,40,37,0,0,7
6.0096451221033934e-5,7.151235665660352e-5,poisson,40,37,0,0,7
9.127357006072999e-5,8.75985031714663e-5,poisson,40,37,0,0,7
5.7611367688514294e-5,1.101343771442771e-5,poisson,40,37,0,0,7
4.1592706716619434e-5,9.536560529377312e-5,poisson,40,37,0,0,7
6.025755689479411e-5,9.237238171044738e-5,poisson,40,37,0,0,7
4.751252778805792e-5,7.663221408147365e-5,poisson,40,37,0,0,7
1.9409691076725722e-5,6.623375611379743e-5,poisson,40,37,0,0,7
9.082669119816274e-5,5.200291355140508e-5,poisson,40,37,0,0,7
7.078938530758024e-5,9.069914957508445e-5,poisson,40,37,0,0,7
4.2883348255418246e-5,4.937150957994163e-6,poisson,40,37,0,0,7
5.0481354049406946e-5,7.986415587365627e-5,poisson,40,37,0,0,7
9.758880899753422e-5,4.5164465601556004e-5,poisson,40,37,0,0,7
9.390315646305681e-5,1.211927989497781e-5,poisson,40,37,0,0,7
2.7855889964848758e-05,9.540929545182736e-5,poisson,80,70,0,0,8
3.1843656674027443e-6,1.0355013329535722e-5,poisson,80,70,0,0,8
3.0339261190965773e-5,6.176465190947057e-5,poisson,80,70,0,0,8
4.58177161635831e-5,3.213765642140061e-5,poisson,80,70,0,0,8
5.493144958745688e-5,2.9950805567204952e-5,poisson,80,70,0,0,8
3.763399312738329e-5,3.800295249093324e-5,poisson,80,70,0,0,8
4.042486813850701e-5,6.705433218739928e-5,poisson,80,70,0,0,8
5.2253004210069775e-5,1.5587228117510678e-6,poisson,80,70,0,0,8
8.714274596422911e-5,2.4934732727706433e-5,poisson,80,70,0,0,8
3.160545169375837e-5,3.528955823276192e-5,poisson,80,70,0,0,8
3.857229750137776e-5,1.359011079184711e-5,poisson,80,70,0,0,8
6.39621212380007e-5,5.087008620612323e-5,poisson,80,70,0,0,8
4.505504115950316e-5,5.224025866482407e-5,poisson,80,70,0,0,8
9.81697264360264e-5,8.038236387073995e-6,poisson,80,70,0,0,8
9.20998091576621e-5,7.006275041494518e-5,poisson,80,70,0,0,8
4.601203079801053e-5,9.020083136856557e-5,poisson,80,70,0,0,8
2.4163748510181905e-5,8.086910652928054e-5,poisson,80,70,0,0,8
1.0398457851260902e-5,2.2961915959604086e-5,poisson,80,70,0,0,8
4.084239040967077e-5,9.752634256146849e-5,poisson,80,70,0,0,8
9.343588056508452e-5,8.739760217722505e-5,poisson,80,70,0,0,8
9.74282804178074e-5,3.305710852146149e-5,poisson,80,70,0,0,8
5.1175545901060105e-5,9.252324262633921e-5,poisson,80,70,0,0,8
2.3101797257550063e-05,4.305665595456958e-5,poisson,80,70,0,0,8
5.263519820291549e-5,6.36755067622289e-5,poisson,80,70,0,0,8
9.178373976610601e-5,5.219530202448368e-5,poisson,80,70,0,0,8
1.6953004756942392e-6,5.23922601249069e-5,poisson,80,70,0,0,8
2.9861687030643226e-5,5.157132192980498e-5,poisson,80,70,0,0,8
3.049662138801068e-5,4.186304383911193e-5,poisson,80,70,0,0,8
1.780793066136539e-5,7.738069002516568e-5,poisson,80,70,0,0,8
8.95752119133249e-5,1.4477247302420438e-5,poisson,80,70,0,0,8
8.007414964959025e-5,6.382228252477944e-5,poisson,80,70,0,0,8
6.370001987088473e-5,9.346442297101022e-6,poisson,80,70,0,0,8
8.334565178956837e-5,6.0921525675803425e-5,poisson,80,70,0,0,8
1.471599934156984e-5,5.722928163595498e-6,poisson,80,70,0,0,8
7.841367472428829e-5,2.006875495426357e-5,poisson,80,70,0,0,8
7.703117760829628e-5,1.5632946509867908e-5,poisson,80,70,0,0,8
1.7302457639016212e-5,5.916717702057213e-5,poisson,80,70,0,0,8
7.274778210557998e-5,7.154918881133199e-6,poisson,80,70,0,0,8
1.729594240896404e-6,8.95208343397826e-5,poisson,80,70,0,0,8
6.839520649518818e-5,3.5760149103589355e-5,poisson,80,70,0,0,8
5.839398663956672e-5,9.205566341988742e-5,poisson,80,70,0,0,8
8.18418829003349e-5,3.668035101145506e-6,poisson,80,70,0,0,8
6.7106581758707765e-6,9.059326616115868e-5,poisson,80,70,0,0,8
2.94075473677367e-5,9.961526712868364e-5,poisson,80,70,0,0,8
3.0141372256912292e-5,2.1785561880096794e-5,poisson,80,70,0,0,8
7.778259140904993e-5,7.473706868477166e-5,poisson,80,70,0,0,8
2.0075893495231867e-6,9.49779196176678e-5,poisson,80,70,0,0,8
7.383192263077945e-5,3.696496111806482e-5,poisson,80,70,0,0,8
6.460903428960592e-5,5.956314657814801e-5,poisson,80,70,0,0,8
1.3619479653425515e-5,8.96111962152645e-5,poisson,80,70,0,0,8
8.657893852796405e-5,2.944024191237986e-5,poisson,80,70,0,0,8
8.939775456674398e-5,4.4193384191021324e-5,poisson,80,70,0,0,8
6.690781395882368e-5,7.72800412029028e-5,poisson,80,70,0,0,8
2.047244552522898e-5,6.4610196975991134e-6,poisson,80,70,0,0,8
6.342250211164355e-5,9.711661518085748e-5,poisson,80,70,0,0,8
7.539289160631597e-5,5.320869970601052e-5,poisson,80,70,0,0,8
4.3565383763052526e-5,6.282301368191838e-5,poisson,80,70,0,0,8
1.0165742319077253e-5,5.955256707966328e-6,poisson,80,70,0,0,8
5.6041154242120684e-5,1.3496698322705924e-5,poisson,80,70,0,0,8
2.776793371886015e-5,7.576195772271604e-5,poisson,80,70,0,0,8
5.65332307247445e-5,7.521086044143886e-5,poisson,80,70,0,0,8
5.359056054148823e-5,4.392969985492528e-5,poisson,80,70,0,0,8
4.818390822038055e-6,6.885067613329739e-5,poisson,80,70,0,0,8
7.56211998173967e-5,2.9390344861894848e-5,poisson,80,70,0,0,8
8.129059011116625e-5,6.981062721461058e-5,poisson,80,70,0,0,8
7.02637484529987e-5,6.292946771718561e-5,poisson,80,70,0,0,8
3.8156303158029915e-5,1.7940815584734085e-5,poisson,80,70,0,0,8
4.3812454515136784e-5,5.17701217904687e-6,poisson,80,70,0,0,8
9.622916798107327e-5,7.585387274157257e-5,poisson,80,70,0,0,8
1.6609619837254287e-5,2.8729869052767757e-5,poisson,80,70,0,0,8
6.790461544878782e-5,6.992043300997466e-5,poisson,80,73,0,0,9
1.6271976148709655e-5,9.277523742057383e-5,poisson,80,73,0,0,9
8.23809701949358e-5,5.732431248761714e-5,poisson,80,73,0,0,9
8.340636014472694e-5,1.9381980155594647e-5,poisson,80,73,0,0,9
8.963569281622768e-5,7.554857989307493e-5,poisson,80,73,0,0,9
8.434336225036533e-5,6.186139360070229e-5,poisson,80,73,0,0,9
4.528140579350293e-5,7.051144605502487e-5,poisson,80,73,0,0,9
9.128855753224343e-5,1.6664031543768945e-5,poisson,80,73,0,0,9
2.0542446104809642e-5,2.1534006809815764e-6,poisson,80,73,0,0,9
4.376620959956199e-5,9.577290795277804e-5,poisson,80,73,0,0,9
9.280598321929574e-5,8.765464858151973e-6,poisson,80,73,0,0,9
5.749911721795798e-6,2.9508688300848008e-5,poisson,80,73,0,0,9
8.595355430152267e-5,4.933696016669274e-5,poisson,80,73,0,0,9
7.072158127557486e-5,4.398153396323323e-5,poisson,80,73,0,0,9
3.262425542343408e-5,9.297670761588962e-5,poisson,80,73,0,0,9
9.949828304816038e-5,8.34900472080335e-5,poisson,80,73,0,0,9
2.4090671655721964e-5,3.267316077835858e-5,poisson,80,73,0,0,9
8.658810451161116e-5,5.4249760950915515e-5,poisson,80,73,0,0,9
3.495979795698077e-5,7.131419985089452e-5,poisson,80,73,0,0,9
6.314748632721603e-5,1.6945554246194663e-5,poisson,80,73,0,0,9
5.798798857722432e-5,8.749833919573576e-5,poisson,80,73,0,0,9
3.256250005215407e-5,1.8536032270640136e-5,poisson,80,73,0,0,9
6.918091645929963e-5,9.842286747880281e-5,poisson,80,73,0,0,9
5.6001500971615315e-5,6.623580693267287e-5,poisson,80,73,0,0,9
7.778158897999674e-5,6.208070025313646e-5,poisson,80,73,0,0,9
8.563385386951268e-5,9.029216775670648e-5,poisson,80,73,0,0,9
6.927258905488999e-5,8.545063454657794e-5,poisson,80,73,0,0,9
1.1040896992199123e-5,7.823508698493243e-5,poisson,80,73,0,0,9
9.32020207401365e-5,6.366756653878837e-5,poisson,80,73,0,0,9
9.61867363890633e-5,9.021755403373391e-5,poisson,80,73,0,0,9
5.360193573869765e-6,7.407832050230355e-5,poisson,80,73,0,0,9
4.422811588738114e-5,5.209229798056186e-5,poisson,80,73,0,0,9
5.382863164413721e-5,1.588163657579571e-5,poisson,80,73,0,0,9
4.690176183357835e-5,4.467371243517846e-5,poisson,80,73,0,0,9
3.949836569372565e-5,1.1389437643811108e-5,poisson,80,73,0,0,9
4.802357491571457e-5,7.411079418379813e-5,poisson,80,73,0,0,9
2.0543969585560263e-5,3.823561915196479e-5,poisson,80,73,0,0,9
8.612468771170825e-5,3.855625977739692e-5,poisson,80,73,0,0,9
1.0657397098839284e-6,2.588890697807074e-5,poisson,80,73,0,0,9
7.505080916453153e-5,5.6356163602322343e-5,poisson,80,73,0,0,9
8.518202370032668e-5,2.7413160051219165e-5,poisson,80,73,0,0,9
8.968581254594029e-5,4.826247009914369e-5,poisson,80,73,0,0,9
5.898874017875642e-5,5.680493877734989e-5,poisson,80,73,0,0,9
2.8643225668929517e-5,5.2034161612391476e-5,poisson,80,73,0,0,9
9.746414627879859e-5,6.341330006252975e-5,poisson,80,73,0,0,9
8.522637654095889e-7,4.73439316265285e-5,poisson,80,73,0,0,9
8.989385452587157e-5,3.552555332425982e-5,poisson,80,73,0,0,9
6.78638382581994e-5,1.0328177781775594e-5,poisson,80,73,0,0,9
6.814525644294918e-5,7.609368008561432e-5,poisson,80,73,0,0,9
7.744684969075024e-5,7.427528200205416e-5,poisson,80,73,0,0,9
5.190303733106703e-5,3.555399712640792e-5,poisson,80,73,0,0,9
6.404174333438278e-5,5.722986257169396e-5,poisson,80,73,0,0,9
4.9184144544415176e-5,5.865588318556548e-6,poisson,80,73,0,0,9
5.691878309007734e-5,9.972642087377608e-5,poisson,80,73,0,0,9
6.587741700932383e-5,4.205064331181347e-5,poisson,80,73,0,0,9
1.351819233968854e-6,6.8213219521567225e-6,poisson,80,73,0,0,9
8.260864168405533e-5,1.3713224837556482e-5,poisson,80,73,0,0,9
5.4496871307492256e-5,1.1799407890066505e-5,poisson,80,73,0,0,9
6.311633917503059e-5,1.220145772676915e-5,poisson,80,73,0,0,9
1.780790346674621e-5,6.619336693547667e-5,poisson,80,73,0,0,9
4.855317529290915e-6,9.543177639134229e-5,poisson,80,73,0,0,9
4.909480104688555e-5,4.92758272215724e-5,poisson,80,73,0,0,9
4.438864726107568e-5,2.85394583363086e-5,poisson,80,73,0,0,9
9.504378193523735e-5,1.6663319431245329e-6,poisson,80,73,0,0,9
3.0274339532479645e-5,8.339409646578133e-6,poisson,80,73,0,0,9
6.282170750200749e-5,4.6759822545573114e-5,poisson,80,73,0,0,9
1.448851062450558e-5,5.480177460703999e-5,poisson,80,73,0,0,9
1.1936915526166559e-5,2.551623899489641e-6,poisson,80,73,0,0,9
5.040967892855406e-5,3.0806120671331884e-5,poisson,80,73,0,0,9
9.06167417531833e-5,9.934200674761088e-5,poisson,80,73,0,0,9
2.4334053322672844e-5,5.4249868961051107e-5,poisson,80,73,0,0,9
8.34190774243325e-5,7.746513318270445e-5,poisson,80,73,0,0,9
8.766111708246173e-6,5.242606664542109e-5,poisson,80,73,0,0,9
6.107479089405388e-5,3.5270052030682567e-6,poisson,80,68,0,0,10
7.263296078890562e-5,4.941856337245554e-5,poisson,80,68,0,0,10
1.0072946781292558e-6,3.007755072321743e-5,poisson,80,68,0,0,10
3.1068833824247124e-5,7.793336547911167e-5,poisson,80,68,0,0,10
1.6535185463726523e-5,4.9613921064883476e-5,poisson,80,68,0,0,10
5.1335738855414095e-5,7.980156175326556e-5,poisson,80,68,0,0,10
1.1673315055668355e-5,1.018722492735833e-5,poisson,80,68,0,0,10
4.157113637775183e-5,1.2016510916873814e-5,poisson,80,68,0,0,10
2.613441925495863e-6,4.524298815522343e-5,poisson,80,68,0,0,10
1.732578037772328e-5,4.4949453999288385e-5,poisson,80,68,0,0,10
6.340547581203282e-5,4.3159340624697506e-5,poisson,80,68,0,0,10
2.139922883361578e-5,2.2481807204894723e-5,poisson,80,68,0,0,10
9.322417294606567e-5,7.541914260946214e-5,poisson,80,68,0,0,10
4.0670741559006274e-5,2.18461784766987e-5,poisson,80,68,0,0,10
1.311830240301788e-5,6.308678032364696e-5,poisson,80,68,0,0,10
7.787480338010938e-5,4.937202201690525e-5,poisson,80,68,0,0,10
2.5077786715701225e-5,2.6793288928456605e-5,poisson,80,68,0,0,10
8.997581873554737e-5,1.0808721208013595e-5,poisson,80,68,0,0,10
1.0806267592124641e-5,5.1653039013035595e-5,poisson,80,68,0,0,10
9.581225647125394e-5,1.7884087981656196e-6,poisson,80,68,0,0,10
9.681920818984509e-5,9.999504352454097e-5,poisson,80,68,0,0,10
1.036509070545435e-5,7.01398738892749e-5,poisson,80,68,0,0,10
5.829394301399589e-5,5.8622385817579926e-5,poisson,80,68,0,0,10
9.241671017371118e-5,9.095164919272066e-5,poisson,80,68,0,0,10
8.130683335475624e-5,3.5319363535381857e-5,poisson,80,68,0,0,10
5.039018213283271e-5,9.944729974959046e-5,poisson,80,68,0,0,10
6.625402369536459e-5,1.9490543310530485e-5,poisson,80,68,0,0,10
4.1647300729528075e-5,6.362040403764696e-5,poisson,80,68,0,0,10
9.466319368220867e-6,7.718410526867957e-5,poisson,80,68,0,0,10
8.756307419389487e-6,2.680485409218818e-5,poisson,80,68,0,0,10
6.694674510508776e-5,8.527557626366615e-5,poisson,80,68,0,0,10
1.715856930240989e-6,6.45281419157982e-5,poisson,80,68,0,0,10
9.904476266819984e-5,5.1771732745692135e-5,poisson,80,68,0,0,10
4.4171568541787564e-5,1.9759383867494762e-5,poisson,80,68,0,0,10
5.9774387837387626e-5,1.90853075357154e-5,poisson,80,68,0,0,10
5.502783551346511e-5,1.8259882228448989e-6,poisson,80,68,0,0,10
5.235675945878029e-5,2.8465746436268094e-5,poisson,80,68,0,0,10
3.593354155309499e-5,8.4285161877051e-5,poisson,80,68,0,0,10
8.253039971459657e-5,5.907458125147969e-5,poisson,80,68,0,0,10
5.25031213182956e-6,2.1243592025712135e-5,poisson,80,68,0,0,10
6.394175759050995e-5,1.0678945994004607e-5,poisson,80,68,0,0,10
7.988890951965004e-5,2.7280918415635826e-5,poisson,80,68,0,0,10
2.0575576229020954e-6,4.073302214965225e-5,poisson,80,68,0,0,10
9.626933098770679e-5,8.509372547268868e-5,poisson,80,68,0,0,10
1.9923708983697e-5,9.407515372149647e-5,poisson,80,68,0,0,10
6.715266578830778e-5,8.123495529871435e-5,poisson,80,68,0,0,10
1.2954054609872402e-5,2.0804289798252286e-5,poisson,80,68,0,0,10
8.345468679908663e-5,9.940926609560848e-5,poisson,80,68,0,0,10
4.3387146107852464e-5,2.941904691979289e-5,poisson,80,68,0,0,10
8.489954131655396e-5,7.934912263881416e-5,poisson,80,68,0,0,10
2.9195954208262265e-5,6.157330966088922e-5,poisson,80,68,0,0,10
1.1680789361707866e-5,6.758214673027396e-7,poisson,80,68,0,0,10
8.782711501698942e-5,6.185486970935017e-5,poisson,80,68,0,0,10
4.3982969177886844e-5,7.289607245475055e-5,poisson,80,68,0,0,10
8.361858550924808e-5,2.5685052457265557e-5,poisson,80,68,0,0,10
3.29717205837369e-5,5.5143012199550866e-6,poisson,80,68,0,0,10
1.983060943894088e-6,3.547468283213675e-5,poisson,80,68,0,0,10
3.1977897603064774e-5,3.637862587347627e-5,poisson,80,68,0,0,10
9.781354921869933e-5,6.467915752436966e-5,poisson,80,68,0,0,10
6.227366568055005e-5,7.598792312201113e-5,poisson,80,68,0,0,10
